"","mariners_home","seahawks_home","sounders_home","trav_holiday","dang_holiday","night","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","day_num","zone1","zone2","zone3","zone4","zone5","zone6","zone7","seasonality","freq"
"197",0,0,0,0,0,1,1,0,0,0,0,0,13,0,1,0,0,0,0,0,1.92923721819,9
"198",0,0,0,0,0,1,1,0,0,0,0,0,13,0,0,0,0,0,0,1,1.92923721819,13
"199",0,0,0,0,0,1,1,0,0,0,0,0,13,0,0,0,0,1,0,0,1.92923721819,8
"200",0,0,0,0,0,1,1,0,0,0,0,0,13,0,0,1,0,0,0,0,1.92923721819,5
"201",0,0,0,0,0,1,1,0,0,0,0,0,13,1,0,0,0,0,0,0,1.92923721819,8
"202",0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,1,0,1.92923721819,21
"203",0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,1,0,0,0,0,1.92923721819,14
"204",0,0,0,0,0,1,1,0,0,0,0,0,13,0,0,0,1,0,0,0,1.92923721819,4
"205",0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,1,0,1.93545543151,15
"206",0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,1,0,0,0,0,1.93545543151,3
"207",0,0,0,0,0,1,0,0,0,0,1,0,14,0,1,0,0,0,0,0,1.93545543151,6
"208",0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,0,0,0,0,0,1.93545543151,23
"209",0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,1,0,0,0,1.93545543151,20
"210",0,0,0,0,0,0,0,0,0,0,1,0,14,1,0,0,0,0,0,0,1.93545543151,26
"211",0,0,0,0,0,1,0,0,0,0,1,0,14,1,0,0,0,0,0,0,1.93545543151,12
"212",0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,1,0,0,1.93545543151,32
"213",0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,0,1,0,0,1.93545543151,10
"214",0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,0,0,0,1,1.93545543151,10
"215",0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,1,0,0,0,1.93545543151,6
"216",0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,1,1.93545543151,33
"217",0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,0,0,0,0,1.93545543151,10
"218",0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,0,0,1,0,1.93545543151,8
"219",0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,0,0,0,0,1.93545543151,1
"220",0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,1,1.94139682853,29
"221",0,0,0,0,0,1,0,0,0,0,0,1,15,0,0,0,0,1,0,0,1.94139682853,8
"222",0,0,0,0,0,1,0,0,0,0,0,1,15,0,1,0,0,0,0,0,1.94139682853,11
"223",0,0,0,0,0,1,0,0,0,0,0,1,15,0,0,0,0,0,0,1,1.94139682853,12
"224",0,0,0,0,0,1,0,0,0,0,0,1,15,0,0,0,1,0,0,0,1.94139682853,3
"225",0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,1,0,0,0,1.94139682853,24
"226",0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,1,0,0,0,0,1.94139682853,13
"227",0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0,1.94139682853,35
"228",0,0,0,0,0,0,0,0,0,0,0,1,15,0,1,0,0,0,0,0,1.94139682853,38
"229",0,0,0,0,0,1,0,0,0,0,0,1,15,0,0,1,0,0,0,0,1.94139682853,2
"230",0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,1,0,0,1.94139682853,27
"231",0,0,0,0,0,1,0,0,0,0,0,1,15,0,0,0,0,0,1,0,1.94139682853,4
"232",0,0,0,0,0,1,0,0,0,0,0,1,15,1,0,0,0,0,0,0,1.94139682853,8
"233",0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,1,0,1.94139682853,19
"234",0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,1,0,0,1.94705965107,30
"235",0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,1,0,1.94705965107,23
"236",0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,1,0,0,0,0,1.94705965107,9
"237",0,0,0,0,0,0,0,0,0,1,0,0,16,0,1,0,0,0,0,0,1.94705965107,31
"238",0,0,0,0,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0,1.94705965107,37
"239",0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,1,0,0,0,1.94705965107,30
"240",0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,1,1.94705965107,33
"241",0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,1.94705965107,2
"242",0,0,0,0,0,1,0,0,0,1,0,0,16,0,1,0,0,0,0,0,1.94705965107,4
"243",0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,1,0,1.94705965107,3
"244",0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,1,0,0,0,1.94705965107,5
"245",0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,1,0,0,1.94705965107,9
"246",0,0,0,0,0,1,0,0,0,1,0,0,16,1,0,0,0,0,0,0,1.94705965107,7
"247",0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,0,1,1.94705965107,11
"248",0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,1,0,0,0,0,1.94705965107,2
"249",0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,1.95244222343,31
"250",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,1.95244222343,11
"251",0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,1.95244222343,24
"252",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,1.95244222343,29
"253",0,0,0,0,0,1,0,0,0,0,0,0,17,0,1,0,0,0,0,0,1.95244222343,13
"254",0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,1,0,0,0,1.95244222343,9
"255",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,1.95244222343,31
"256",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,1.95244222343,28
"257",0,0,0,0,0,1,0,0,0,0,0,0,17,1,0,0,0,0,0,0,1.95244222343,6
"258",0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,1,0,0,1.95244222343,6
"259",0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,1,0,1.95244222343,1
"260",0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,1,1.95244222343,5
